SHP,GW,G,GP,Shift,Team,Pos,P,S,TOI,A,SHG,SPerc,FO,PPG,PIM,Player,PPP,Fantasy,PlusMin,OT
3,1,12,79,21.1,ANA,R,38,183,15:37,26,1,6.6,46,2,24,Jakob Silfverberg,4,0,15,0
0,0,12,75,24.6,BOS,D,37,187,19:32,25,0,6.4,0,2,18,Torey Krug,13,0,15,0
0,2,10,70,22.5,WSH,D,45,154,19:06,35,0,6.5,0,1,32,Mike Green,17,0,15,0
0,1,7,77,24.8,NSH,D,18,83,19:00,11,0,8.4,0,1,52,Mattias Ekholm,2,0,15,1
0,4,26,76,19.4,OTT,L,47,193,14:38,21,0,13.5,53.8,1,14,Mike Hoffman,3,0,16,1
1,5,22,77,22.4,OTT,R,59,146,16:52,37,1,15.1,38.9,4,14,Mark Stone,12,0,16,1
0,4,19,70,27.2,STL,R,55,157,18:45,36,0,12.1,16.7,3,45,T.J. Oshie,13,0,16,1
0,4,18,78,20.4,BOS,L,44,137,16:27,26,0,13.1,44.7,2,79,Milan Lucic,8,0,16,0
3,4,15,79,30.2,NSH,D,55,195,26:28:00,40,0,7.7,0,3,26,Roman Josi,15,0,16,1
0,1,10,75,23.4,NYI,D,33,114,20:15,23,0,8.8,0,1,14,Nick Leddy,11,0,16,0
0,0,4,77,31.7,CGY,D,33,111,23:52,29,0,3.6,0,1,17,Kris Russell,13,0,16,0
0,1,3,46,17,CHI,D,14,57,12:39,11,0,5.3,0,0,8,David Rundblad,1,0,16,0
0,3,15,76,23.4,NYR,R,49,149,17:15,34,0,10.1,43.2,0,43,Mats Zuccarello,6,0,17,0
0,3,9,61,26.2,NYR,D,19,114,20:12,10,0,7.9,0,3,20,Dan Boyle,7,0,17,0
0,0,5,69,25.5,NYI,D,33,129,22:03,28,0,3.9,0,1,85,Travis Hamonic,8,0,17,0
1,2,22,79,25.1,CHI,R,60,240,18:34,38,1,9.2,57.1,6,32,Marian Hossa,17,0,18,0
0,2,7,64,22,MIN,C,36,90,17:55,29,0,7.8,47.6,0,18,Mikael Granlund,7,0,18,0
2,0,5,78,28.6,NYR,D,19,94,21:10,14,0,5.3,50,0,42,Marc Staal,0,0,18,0
0,1,2,51,22.2,NYR,D,11,68,15:53,9,0,2.9,0,0,14,Matt Hunwick,2,0,18,0
0,5,15,80,30.1,MTL,D,58,167,26:07:00,43,0,9,0,8,70,P.K. Subban,20,0,19,1
1,1,11,62,26.3,ANA,D,23,108,22:45,12,0,10.2,100,2,48,Francois Beauchemin,3,0,19,0
3,2,7,67,30.3,NYR,D,31,134,23:05,24,0,5.2,0,2,26,Ryan McDonagh,11,0,19,0
0,5,21,76,21.9,NYR,L,44,171,15:40,23,0,12.3,45,7,88,Chris Kreider,8,0,20,0
0,5,20,74,20.4,NSH,C,41,165,16:14,21,0,12.1,39.9,3,20,Colin Wilson,6,0,20,0
1,4,16,78,21.9,NYR,L,33,176,15:13,17,0,9.1,35.3,1,46,Carl Hagelin,1,0,20,1
2,1,12,72,24.1,STL,C,42,102,16:20,30,1,11.8,51.4,1,46,Jori Lehtera,6,0,20,0
1,1,9,79,29.6,MTL,D,47,131,24:49:00,38,0,6.9,0,4,28,Andrei Markov,24,0,20,0
1,1,9,76,21.1,,C,33,94,16:35,24,0,9.6,46.2,0,27,Daniel Winnik,0,0,20,0
0,1,8,54,29.1,STL,D,43,131,22:40,35,0,6.1,0,4,40,Kevin Shattenkirk,25,0,20,0
0,0,3,71,28.3,PIT,D,18,60,22:34,15,0,5,0,0,20,Paul Martin,1,0,20,0
0,3,32,71,22.5,MIN,L,60,248,19:13,28,0,12.9,18.2,10,41,Zach Parise,15,0,21,0
0,6,24,80,23.2,MTL,R,47,247,16:35,23,0,9.7,43.9,3,31,Brendan Gallagher,8,0,21,0
0,1,10,77,17.9,MTL,R,29,90,12:10,19,0,11.1,41.7,0,32,Dale Weise,0,0,21,0
0,0,1,42,26.5,OTT,D,10,43,22:42,9,0,2.3,0,0,16,Marc Methot,0,0,21,0
1,2,17,78,20,NYI,C,49,172,15:13,32,1,9.9,46.5,1,47,Ryan Strome,7,0,22,0
0,4,13,80,22.8,MTL,C,46,86,17:17,33,0,15.1,53.2,2,20,David Desharnais,11,0,22,2
1,1,3,67,30.6,MIN,D,17,90,24:16:00,14,0,3.3,0,0,8,Jonas Brodin,2,0,22,0
6,3,22,72,19.2,LAK,C,46,194,14:32,24,5,11.3,44.4,3,37,Tyler Toffoli,5,0,23,0
0,0,9,80,26,TBL,D,39,136,21:57,30,0,6.6,0,2,26,Anton Stralman,14,0,23,0
5,2,14,64,25.1,NYR,C,52,143,18:14,38,2,9.8,43.5,3,18,Derek Stepan,10,0,24,0
0,4,9,65,26.4,NYR,D,26,76,18:29,17,0,11.8,0,0,25,Kevin Klein,0,0,24,2
0,6,36,76,24.6,STL,R,71,260,17:37,35,0,13.8,0,8,31,Vladimir Tarasenko,18,0,25,2
5,5,25,76,25.9,WPG,R,60,231,19:35,35,4,10.8,46.7,1,71,Blake Wheeler,11,0,25,0
0,1,7,76,26.4,ANA,D,34,105,21:47,27,0,6.7,0,0,32,Hampus Lindholm,6,0,26,0
0,3,4,70,24.9,TBL,D,30,111,20:00,26,0,3.6,0,1,19,Jason Garrison,11,0,27,0
0,1,3,79,29.5,CHI,D,18,93,21:52,15,0,3.2,0,0,44,Niklas Hjalmarsson,0,0,27,0
5,8,42,77,25.5,NYR,L,69,297,17:28,27,4,14.1,50,6,36,Rick Nash,12,0,30,0
2,5,16,73,22.3,TBL,L,60,138,17:22,44,1,11.6,28.6,3,24,Ondrej Palat,9,0,30,1
3,7,28,79,24.8,CHI,C,66,192,19:36,38,2,14.6,56.5,6,36,Jonathan Toews,17,0,32,1
0,5,27,75,22.2,TBL,C,69,194,17:14,42,0,13.9,48.7,7,24,Tyler Johnson,15,0,33,1
0,2,28,80,19.5,TBL,R,61,186,14:53,33,0,15.1,0,2,37,Nikita Kucherov,13,0,37,0
5,10,37,80,25.9,MTL,L,67,302,19:23,30,3,12.3,22.2,7,32,Max Pacioretty,11,0,38,2
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,0.542105263,,11.41970362,,399,,,,,,,,,,,,,,
,,,,,,539,,,,,,,,,,,,,,
,,,,,,566,,,,,,,,,,,,,,
